repo,repo_url,uses_dependabot_ever,dependabot_usage_type_ever,dependabot_lifecycle,security_first_version_later_ever,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,days_security_to_version,mined_at_utc
dbmdz/iiif-bookshelf-webapp,https://github.com/dbmdz/iiif-bookshelf-webapp,True,both_security_and_version_updates,security_then_version,True,True,2019-02-05T09:18:40Z,https://github.com/dbmdz/iiif-bookshelf-webapp/pull/18,18.0,dependabot-preview,Bump logstash-logback-encoder from 5.2 to 5.3,True,.github/dependabot.yml,2021-05-06T05:20:16Z,a89c980aa9ebb557e54b2ad71c8ae0b639e59450,https://github.com/dbmdz/iiif-bookshelf-webapp/commit/a89c980aa9ebb557e54b2ad71c8ae0b639e59450,820.8344444444444,2026-08-14T17:32:22.902095+00:00
dbmdz/iiif-server-hymir,https://github.com/dbmdz/iiif-server-hymir,True,both_security_and_version_updates,security_then_version,True,True,2019-02-04T13:42:49Z,https://github.com/dbmdz/iiif-server-hymir/pull/40,40.0,dependabot-preview,Bump html5shiv from 3.7.3 to 3.7.3-1,True,.github/dependabot.yml,2021-05-12T07:28:51Z,dbd76632cf054544ec8afdd0dd3a2d34b3499ef4,https://github.com/dbmdz/iiif-server-hymir/commit/dbd76632cf054544ec8afdd0dd3a2d34b3499ef4,827.7403009259259,2026-08-14T17:32:29.510508+00:00
de4a-wp5/de4a-commons,https://github.com/de4a-wp5/de4a-commons,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:32:36.685650+00:00
debezium/debezium,https://github.com/debezium/debezium,True,both_security_and_version_updates,security_then_version,True,True,2020-10-13T04:43:15Z,https://github.com/debezium/debezium/pull/1884,1884.0,dependabot,Bump junit from 4.12 to 4.13.1,True,.github/dependabot.yml,2023-01-30T10:51:33Z,b34121c1280a0c17f3e5c42567e09c207ddfb8ad,https://github.com/debezium/debezium/commit/b34121c1280a0c17f3e5c42567e09c207ddfb8ad,839.2557638888889,2026-08-14T17:32:44.441957+00:00
deeplearning4j/deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,True,security_updates_only,security_only_ever,False,True,2022-02-09T10:56:58Z,https://github.com/deeplearning4j/deeplearning4j/pull/9628,9628.0,dependabot,Bump spring-core from 5.0.2.RELEASE to 5.0.11.RELEASE in /nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda,False,,,,,,2026-08-14T17:32:50.438048+00:00
dekorateio/dekorate,https://github.com/dekorateio/dekorate,True,security_updates_only,security_only_ever,False,True,2020-06-16T09:54:20Z,https://github.com/dekorateio/dekorate/pull/534,534.0,dependabot,chore(deps): bump commons-compress from 1.18 to 1.19,False,,,,,,2026-08-14T17:32:58.169108+00:00
dernasherbrezon/deb-maven-plugin,https://github.com/dernasherbrezon/deb-maven-plugin,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:59:42Z,https://github.com/dernasherbrezon/deb-maven-plugin/pull/12,12.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:33:04.052570+00:00
detectiveframework/detective,https://github.com/detectiveframework/detective,True,security_updates_only,security_only_ever,False,True,2019-10-18T01:35:28Z,https://github.com/detectiveframework/detective/pull/10,10.0,dependabot,Bump netty-all from 4.1.9.Final to 4.1.42.Final in /core,False,,,,,,2026-08-14T17:33:10.319318+00:00
devlibx/easy,https://github.com/devlibx/easy,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:33:16.429541+00:00
dgroup/docker-unittests,https://github.com/dgroup/docker-unittests,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:43:06Z,https://github.com/dgroup/docker-unittests/pull/268,268.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:33:21.478262+00:00
dickschoeller/gedbrowser,https://github.com/dickschoeller/gedbrowser,True,security_updates_only,security_only_ever,False,True,2019-07-20T13:22:50Z,https://github.com/dickschoeller/gedbrowser/pull/860,860.0,dependabot,Bump lodash from 4.17.4 to 4.17.11 in /gedbrowserng-frontend,False,,,,,,2026-08-14T17:33:28.073300+00:00
diennea/blazingcache,https://github.com/diennea/blazingcache,True,security_updates_only,security_only_ever,False,True,2020-10-13T00:10:52Z,https://github.com/diennea/blazingcache/pull/166,166.0,dependabot,Bump junit from 4.12 to 4.13.1 in /blazingcache-services,False,,,,,,2026-08-14T17:33:34.402916+00:00
diennea/blobit,https://github.com/diennea/blobit,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:48:19Z,https://github.com/diennea/blobit/pull/40,40.0,dependabot,Bump junit from 4.12 to 4.13.1 in /blobit-core,False,,,,,,2026-08-14T17:33:39.950992+00:00
difi/oxalis,https://github.com/difi/oxalis,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:33:47.296508+00:00
difi/sikker-digital-post-klient,https://github.com/difi/sikker-digital-post-klient,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:33:54.517041+00:00
digipost/certificate-validator,https://github.com/digipost/certificate-validator,True,security_updates_only,security_only_ever,False,True,2021-03-31T19:26:20Z,https://github.com/digipost/certificate-validator/pull/18,18.0,dependabot,Bump guava from 27.1-jre to 29.0-jre,False,,,,,,2026-08-14T17:34:03.020583+00:00
digipost/digipost-api-client-java,https://github.com/digipost/digipost-api-client-java,True,security_updates_only,security_only_ever,False,True,2019-08-20T15:24:09Z,https://github.com/digipost/digipost-api-client-java/pull/86,86.0,dependabot,Bump nokogiri from 1.10.1 to 1.10.4 in /docs,False,,,,,,2026-08-14T17:34:09.186817+00:00
digital-preservation/droid,https://github.com/digital-preservation/droid,True,both_security_and_version_updates,security_then_version,True,True,2019-09-01T16:44:44Z,https://github.com/digital-preservation/droid/pull/239,239.0,dependabot-preview,Bump commons-codec from 1.10 to 1.13,True,.github/dependabot.yml,2021-04-28T16:46:07Z,693011d6900633d0eef454a264cf75bde7b4d084,https://github.com/digital-preservation/droid/commit/693011d6900633d0eef454a264cf75bde7b4d084,605.0009606481482,2026-08-14T17:34:16.370046+00:00
dkpro/dkpro-core,https://github.com/dkpro/dkpro-core,True,security_updates_only,security_only_ever,False,True,2019-11-10T18:58:04Z,https://github.com/dkpro/dkpro-core/pull/1423,1423.0,dependabot,Bump commons-compress from 1.18 to 1.19,False,,,,,,2026-08-14T17:34:24.524967+00:00
dmandalidis/docker-client,https://github.com/dmandalidis/docker-client,True,both_security_and_version_updates,security_then_version,True,True,2019-10-01T20:54:25Z,https://github.com/dmandalidis/docker-client/pull/11,11.0,dependabot-preview,Bump joda-time from 2.8.2 to 2.10.4,True,.github/dependabot.yml,2021-04-30T12:07:28Z,b56ffb323d9ce4ad551a2088a5641e01bcea5a8e,https://github.com/dmandalidis/docker-client/commit/b56ffb323d9ce4ad551a2088a5641e01bcea5a8e,576.6340625,2026-08-14T17:34:30.649123+00:00
dnsjava/dnsjava,https://github.com/dnsjava/dnsjava,True,security_updates_only,security_only_ever,False,True,2021-04-30T20:27:04Z,https://github.com/dnsjava/dnsjava/pull/193,193.0,dependabot,Bump bcprov-jdk15on from 1.66 to 1.67,False,,,,,,2026-08-14T17:34:39.024698+00:00
docker-java/docker-java,https://github.com/docker-java/docker-java,True,both_security_and_version_updates,same_day_security_and_version,False,True,2021-03-29T12:25:50Z,https://github.com/docker-java/docker-java/pull/1570,1570.0,dependabot-preview,Bump lombok from 1.18.12 to 1.18.18,True,.github/dependabot.yml,2021-03-29T13:27:58Z,c86a53a82f16a4ca9b8873f31a65f95b7e29736e,https://github.com/docker-java/docker-java/commit/c86a53a82f16a4ca9b8873f31a65f95b7e29736e,,2026-08-14T17:34:45.529770+00:00
dracoon/dracoon-java-sdk,https://github.com/dracoon/dracoon-java-sdk,True,security_updates_only,security_only_ever,False,True,2022-05-20T20:46:31Z,https://github.com/dracoon/dracoon-java-sdk/pull/8,8.0,dependabot,Bump gson from 2.8.2 to 2.8.9,False,,,,,,2026-08-14T17:34:53.346773+00:00
drasyl-overlay/drasyl,https://github.com/drasyl-overlay/drasyl,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2020-09-15T22:42:44Z,351160433213eeb5479425dc82f5dd757d3f9701,https://github.com/drasyl/drasyl/commit/351160433213eeb5479425dc82f5dd757d3f9701,,2026-08-14T17:35:00.437777+00:00
dromara/hutool,https://github.com/dromara/hutool,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:35:09.253129+00:00
druid-io/druid,https://github.com/druid-io/druid,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2021-06-07T20:56:32Z,dbec8da7ea5e7b9a6c982a527e17cf95ae6d61dd,https://github.com/apache/druid/commit/dbec8da7ea5e7b9a6c982a527e17cf95ae6d61dd,,2026-08-14T17:35:16.809328+00:00
dts-ait/ariadne-json-route-format,https://github.com/dts-ait/ariadne-json-route-format,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:35:25.886391+00:00
duracloud/duracloud,https://github.com/duracloud/duracloud,True,security_updates_only,security_only_ever,False,True,2019-10-29T20:08:27Z,https://github.com/duracloud/duracloud/pull/105,105.0,dependabot,Bump checkstyle from 8.8 to 8.18,False,,,,,,2026-08-14T17:35:33.754526+00:00
duracloud/duracloud-db,https://github.com/duracloud/duracloud-db,True,security_updates_only,security_only_ever,False,True,2020-01-31T18:02:44Z,https://github.com/duracloud/duracloud-db/pull/14,14.0,dependabot,Bump checkstyle from 8.21 to 8.29,False,,,,,,2026-08-14T17:35:39.044779+00:00
duracloud/snapshot,https://github.com/duracloud/snapshot,True,security_updates_only,security_only_ever,False,True,2019-10-29T20:08:24Z,https://github.com/duracloud/snapshot/pull/18,18.0,dependabot,Bump checkstyle from 8.8 to 8.18,False,,,,,,2026-08-14T17:35:45.781890+00:00
dustin-johnson/timezonemap,https://github.com/dustin-johnson/timezonemap,True,security_updates_only,security_only_ever,False,True,2020-10-13T11:18:52Z,https://github.com/dustin-johnson/timezonemap/pull/5,5.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:35:51.828670+00:00
dwslab/melt,https://github.com/dwslab/melt,True,both_security_and_version_updates,security_then_version,True,True,2020-06-29T12:41:36Z,https://github.com/dwslab/melt/pull/3,3.0,dependabot,Bump commons-beanutils from 1.9.3 to 1.9.4 in /matching-eval,True,.github/dependabot.yml,2021-04-29T15:44:01Z,d9a87cbef567460b812b4d4c6eb3fcf7d94b201a,https://github.com/dwslab/melt/commit/d9a87cbef567460b812b4d4c6eb3fcf7d94b201a,304.1266782407407,2026-08-14T17:35:57.364115+00:00
eclipse-ee4j/glassfish,https://github.com/eclipse-ee4j/glassfish,True,security_updates_only,security_only_ever,False,True,2022-02-01T08:29:53Z,https://github.com/eclipse-ee4j/glassfish/pull/23775,23775.0,dependabot,Bump httpclient from 4.3.3 to 4.5.13 in /appserver/admingui/devtests,False,,,,,,2026-08-14T17:36:05.009184+00:00
eclipse/deeplearning4j,https://github.com/eclipse/deeplearning4j,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:36:11.797062+00:00
eclipse/hono,https://github.com/eclipse/hono,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:36:20.945947+00:00
egetman/jes,https://github.com/egetman/jes,True,security_updates_only,security_only_ever,False,True,2019-11-13T09:09:43Z,https://github.com/egetman/jes/pull/9,9.0,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1,False,,,,,,2026-08-14T17:36:29.062870+00:00
egzosn/pay-java-parent,https://github.com/egzosn/pay-java-parent,True,security_updates_only,security_only_ever,False,True,2020-01-07T02:49:58Z,https://github.com/egzosn/pay-java-parent/pull/48,48.0,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1 in /pay-java-demo,False,,,,,,2026-08-14T17:36:36.674823+00:00
ehrbase/ehrbase,https://github.com/ehrbase/ehrbase,True,both_security_and_version_updates,security_then_version,True,True,2019-11-13T12:31:14Z,https://github.com/ehrbase/ehrbase/pull/38,38.0,dependabot,Bump jackson-databind from 2.9.7 to 2.9.10.1 in /serialisation,True,.github/dependabot.yml,2023-03-28T08:42:32Z,7cacef0de3c705c336cd8bdac19dc152e29dc5de,https://github.com/ehrbase/ehrbase/commit/7cacef0de3c705c336cd8bdac19dc152e29dc5de,1230.8411805555556,2026-08-14T17:36:42.485736+00:00
eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:39:18Z,https://github.com/eirslett/frontend-maven-plugin/pull/936,936.0,dependabot,Bump junit from 4.13 to 4.13.1 in /frontend-plugin-core,False,,,,,,2026-08-14T17:36:49.586783+00:00
electronicarts/ea-async,https://github.com/electronicarts/ea-async,True,security_updates_only,security_only_ever,False,True,2020-10-13T00:30:11Z,https://github.com/electronicarts/ea-async/pull/53,53.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:36:56.589792+00:00
englishtown/vertx-mod-elasticsearch,https://github.com/englishtown/vertx-mod-elasticsearch,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:37:02.529695+00:00
enioka/jqm,https://github.com/enioka/jqm,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:37:11.269379+00:00
entur/mapstruct-spi-protobuf,https://github.com/entur/mapstruct-spi-protobuf,True,both_security_and_version_updates,security_then_version,True,True,2023-06-14T22:54:40Z,https://github.com/entur/mapstruct-spi-protobuf/pull/336,336.0,dependabot,Bump guava from 31.1-jre to 32.0.0-jre,True,.github/dependabot.yml,2026-02-17T07:46:11Z,2b93788a4dc3c1ade87c56e619ea5e1859c1be64,https://github.com/entur/mapstruct-spi-protobuf/commit/2b93788a4dc3c1ade87c56e619ea5e1859c1be64,978.3691087962962,2026-08-14T17:37:19.396972+00:00
envoyproxy/protoc-gen-validate,https://github.com/envoyproxy/protoc-gen-validate,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2022-10-17T16:56:18Z,bc3d11ac422ba5785459b27703affbc6b7b5da5a,https://github.com/bufbuild/protoc-gen-validate/commit/bc3d11ac422ba5785459b27703affbc6b7b5da5a,,2026-08-14T17:37:27.137151+00:00
erudika/para-dao-sql,https://github.com/erudika/para-dao-sql,True,security_updates_only,security_only_ever,False,True,2020-10-12T23:13:11Z,https://github.com/Erudika/para-dao-sql/pull/3,3.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:37:36.926191+00:00
esaulpaugh/headlong,https://github.com/esaulpaugh/headlong,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:37:43.065408+00:00
esbtools/esb-message-admin,https://github.com/esbtools/esb-message-admin,True,security_updates_only,security_only_ever,False,True,2024-04-29T17:42:40Z,https://github.com/esbtools/esb-message-admin/pull/187,187.0,dependabot,Bump com.fasterxml.jackson.core:jackson-databind from 2.7.2 to 2.12.7.1,False,,,,,,2026-08-14T17:37:50.357066+00:00
eu-emi/canl-java,https://github.com/eu-emi/canl-java,True,security_updates_only,security_only_ever,False,True,2020-10-12T18:33:37Z,https://github.com/eu-emi/canl-java/pull/106,106.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:37:55.880907+00:00
euler-projects/euler-framework,https://github.com/euler-projects/euler-framework,True,security_updates_only,security_only_ever,False,True,2019-11-02T06:39:27Z,https://github.com/euler-projects/euler-framework/pull/19,19.0,dependabot,Bump jackson.version from 2.9.7 to 2.10.0 in /euler-web-parent,False,,,,,,2026-08-14T17:38:02.640457+00:00
evanchooly/bottlerocket,https://github.com/evanchooly/bottlerocket,True,both_security_and_version_updates,security_then_version,True,True,2020-07-18T22:44:13Z,https://github.com/evanchooly/bottlerocket/pull/18,18.0,dependabot,Bump commons-compress from 1.9 to 1.19,True,.github/dependabot.yaml,2021-11-30T05:27:31Z,d3310a12543f1fc09fffc0246aaa5c0502158801,https://github.com/evanchooly/bottlerocket/commit/d3310a12543f1fc09fffc0246aaa5c0502158801,499.28006944444445,2026-08-14T17:38:10.614440+00:00
excelsior-oss/restler,https://github.com/excelsior-oss/restler,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:38:18.768682+00:00
exist-db/exist,https://github.com/exist-db/exist,True,both_security_and_version_updates,security_then_version,True,True,2019-05-22T19:29:29Z,https://github.com/eXist-db/exist/pull/2710,2710.0,dependabot-preview,Bump exificient from 0.9.3 to 1.0.4,True,.github/dependabot.yml,2021-04-28T16:45:38Z,b7734db1097aeaf3eed64cf2a198f287d36d41cc,https://github.com/eXist-db/exist/commit/b7734db1097aeaf3eed64cf2a198f287d36d41cc,706.8862152777778,2026-08-14T17:38:24.685666+00:00
fabric8io/elasticsearch-cloud-kubernetes,https://github.com/fabric8io/elasticsearch-cloud-kubernetes,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:38:31.505840+00:00
fabric8io/fabric8,https://github.com/fabric8io/fabric8,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:38:37.950899+00:00
fabric8io/kubernetes-client,https://github.com/fabric8io/kubernetes-client,True,both_security_and_version_updates,security_then_version,True,True,2019-03-06T13:19:51Z,https://github.com/fabric8io/kubernetes-client/pull/1388,1388.0,dependabot-preview,Bump depends-maven-plugin from 1.3 to 1.4.0,True,.github/dependabot.yml,2020-12-22T20:36:51Z,e2d2b94a5e6658d933fe074aa0629d3ba6ff2405,https://github.com/fabric8io/kubernetes-client/commit/e2d2b94a5e6658d933fe074aa0629d3ba6ff2405,657.3034722222222,2026-08-14T17:38:43.375208+00:00
factcast/factcast,https://github.com/factcast/factcast,True,security_updates_only,security_only_ever,False,True,2019-06-21T19:36:12Z,https://github.com/factcast/factcast/pull/453,453.0,dependabot-preview,Bump netty-tcnative-boringssl-static from 2.0.24.Final to 2.0.25.Final,False,,,,,,2026-08-14T17:38:51.366895+00:00
fartherp/framework,https://github.com/fartherp/framework,True,security_updates_only,security_only_ever,False,True,2019-10-30T22:09:31Z,https://github.com/fartherp/framework/pull/2,2.0,dependabot,Bump netty-all from 4.1.32.Final to 4.1.42.Final,False,,,,,,2026-08-14T17:38:58.520131+00:00
fastjrun/sdkg,https://github.com/fastjrun/sdkg,True,security_updates_only,security_only_ever,False,True,2022-11-13T05:53:06Z,https://github.com/fastjrun/sdkg/pull/16,16.0,dependabot,Bump snakeyaml from 1.29 to 1.32 in /base-sdkg/base-sdkg-test,False,,,,,,2026-08-14T17:39:04.808297+00:00
